id,eng_word,level,difficulty_level,first_letter,tur_word,sample_sentence_1,sample_sentence_2,picture,audio_url
1164,tastebud,C1,9,t,tat tomurcuğu,I cleaned the tastebud before dinner.,The small tastebud fell from the shelf.,,/uploads/audio/words/tastebud.mp3
1165,taut,C1,9,t,gergin,The taut detail changed the whole plan.,She gave a taut answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/taut-uk.mp3
1166,tautly,C1,9,t,gergin şekilde,He answered tautly when the teacher asked.,The machine moved tautly across the floor.,,/uploads/audio/words/tautly.mp3
1167,unassisted,C1,9,u,yardımsız,We saw an unassisted pattern in the results.,His unassisted style made the story stronger.,,/uploads/audio/words/unassisted.mp3
1168,unconventional,C1,9,u,alışılmadık,The unconventional detail changed the whole plan.,She gave an unconventional answer in class.,,/uploads/audio/words/unconventional.mp3
1169,unconvincing,C1,9,u,inandırıcı olmayan,This unconvincing example helped the students.,The report used an unconvincing idea clearly.,,/uploads/audio/words/unconvincing.mp3
1170,unconvincingly,C1,9,u,inandırıcı olmayan şekilde,He answered unconvincingly when the teacher asked.,The machine moved unconvincingly across the floor.,,/uploads/audio/words/unconvincingly.mp3
1171,undaunted,C1,9,u,yılmamış,The undaunted detail changed the whole plan.,She gave an undaunted answer in class.,,/uploads/audio/words/undaunted.mp3
1172,unenviable,C1,9,u,imrenilmeyen/zor,This unenviable example helped the students.,The report used an unenviable idea clearly.,,/uploads/audio/words/unenviable.mp3
1173,unenviably,C1,9,u,zor biçimde,She spoke unenviably during the meeting.,The team worked unenviably on the final task.,,/uploads/audio/words/unenviably.mp3
1174,uneventful,C1,9,u,olaysız,The uneventful detail changed the whole plan.,She gave an uneventful answer in class.,,/uploads/audio/words/uneventful.mp3
1175,uniformity,C1,9,u,tekdüzelik,The class discussed the uniformity after the video.,This example shows the uniformity clearly.,,/uploads/audio/words/uniformity.mp3
1176,uninspiring,C1,9,u,ilham vermeyen,We saw an uninspiring pattern in the results.,His uninspiring style made the story stronger.,,/uploads/audio/words/uninspiring.mp3
1177,unison,C1,9,u,uyum/birlik,The report described the unison clearly.,We noticed the unison during the project.,,/uploads/audio/words/unison.mp3
1178,vegetation,C1,9,v,bitki örtüsü,The class discussed the vegetation after the video.,This example shows the vegetation clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/vegetation-us.mp3
1179,venerate,C1,9,v,hürmet etmek,They need to venerate the message correctly.,I tried to venerate what happened yesterday.,,https://api.dictionaryapi.dev/media/pronunciations/en/venerate-au.mp3
1180,veneration,C1,9,v,hürmet,The report described the veneration clearly.,We noticed the veneration during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/veneration-us.mp3
1181,ventilate,C1,9,v,havalandırmak,We need to ventilate the plan carefully.,He decided to ventilate it after the meeting.,,https://api.dictionaryapi.dev/media/pronunciations/en/ventilate-au.mp3
1182,ventilation,C1,9,v,havalandırma,The ventilation changed the final result.,The story included a clear ventilation.,,https://api.dictionaryapi.dev/media/pronunciations/en/ventilation-us.mp3
1183,verandah,C1,9,v,veranda,They waited near the verandah after lunch.,She took a photo of the verandah in town.,,https://api.dictionaryapi.dev/media/pronunciations/en/verandah-au.mp3
1184,verdict,C1,9,v,hüküm/karar,The class discussed the verdict after the video.,This example shows the verdict clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/verdict-us.mp3
1185,versatile,C1,9,v,çok yönlü,We saw a versatile pattern in the results.,His versatile style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/versatile-uk.mp3
1186,versatility,C1,9,v,çok yönlülük,The report described the versatility clearly.,We noticed the versatility during the project.,,/uploads/audio/words/versatility.mp3
1187,vertical,C1,9,v,dikey,This vertical example helped the students.,The report used a vertical idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/vertical-us.mp3
1188,verve,C1,9,v,canlılık,The verve changed the final result.,The story included a clear verve.,,https://api.dictionaryapi.dev/media/pronunciations/en/verve-us.mp3
1189,wares,C1,9,w,mallar,The report described the wares clearly.,We noticed the wares during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/wares-us.mp3
1190,wary,C1,9,w,temkinli,The child was wary in the dark room.,My friend became wary during the lesson.,,/uploads/audio/words/wary.mp3
1191,washtub,C1,9,w,çamaşır leğeni,I cleaned the washtub before dinner.,The small washtub fell from the shelf.,,/uploads/audio/words/washtub.mp3
1192,waterfront,C1,9,w,sahil kenarı,They waited near the waterfront after lunch.,She took a photo of the waterfront in town.,,/uploads/audio/words/waterfront.mp3
1193,wayside,C1,9,w,yol kenarı,The wayside was quiet in the morning.,We found the wayside at the end of the street.,,/uploads/audio/words/wayside.mp3
1194,whilst,C1,9,w,iken,She listened to music whilst cooking dinner.,He took notes whilst the teacher spoke.,,https://api.dictionaryapi.dev/media/pronunciations/en/whilst-uk.mp3
1195,wicked,C1,9,w,kötü/fena,The wicked detail changed the whole plan.,She gave a wicked answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/wicked-1-us.mp3
1196,wickedly,C1,9,w,kötüce,The plan changed wickedly after lunch.,She smiled wickedly at the good news.,,https://api.dictionaryapi.dev/media/pronunciations/en/wickedly-au.mp3
1197,withdrawn,C1,9,w,içine kapanık/çekilmiş,I was withdrawn when I heard the news.,They seemed withdrawn at the end of the day.,,https://api.dictionaryapi.dev/media/pronunciations/en/withdrawn-us.mp3
1198,wizened,C1,9,w,buruşuk,The wizened detail changed the whole plan.,She gave a wizened answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/wizened-uk.mp3
1199,woo,C1,9,w,kur yapmak/ikna etmeye çalışmak,We need to woo the plan carefully.,He decided to woo it after the meeting.,,https://api.dictionaryapi.dev/media/pronunciations/en/woo-us.mp3
1200,zany,C1,9,z,çılgın/komik,We saw a zany pattern in the results.,His zany style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/zany-uk.mp3
1201,aberration,C2,9,a,sapma/anormallik,The report described the aberration clearly.,We noticed the aberration during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/aberration-us.mp3
1202,abhor,C2,9,a,nefret etmek,We can abhor the problem step by step.,He began to abhor the answer during class.,,https://api.dictionaryapi.dev/media/pronunciations/en/abhor-au.mp3
1203,abhorrent,C2,9,a,iğrenç,We saw an abhorrent pattern in the results.,His abhorrent style made the story stronger.,,/uploads/audio/words/abhorrent.mp3
1204,abhorrently,C2,9,a,iğrenç şekilde,The plan changed abhorrently after lunch.,She smiled abhorrently at the good news.,,/uploads/audio/words/abhorrently.mp3
1205,abject,C2,9,a,sefil/aşağılık,This abject example helped the students.,The report used an abject idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/abject-uk.mp3
1206,abundantly,C2,9,a,bolca,He answered abundantly when the teacher asked.,The machine moved abundantly across the floor.,,https://api.dictionaryapi.dev/media/pronunciations/en/abundantly-us.mp3
1207,accountability,C2,9,a,hesap verebilirlik,The report described the accountability clearly.,We noticed the accountability during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/accountability-ca.mp3
1208,accrue,C2,9,a,birikmek,We need to accrue the plan carefully.,He decided to accrue it after the meeting.,,https://api.dictionaryapi.dev/media/pronunciations/en/accrue-au.mp3
1209,acreage,C2,9,a,arazi miktarı,The acreage changed the final result.,The story included a clear acreage.,,/uploads/audio/words/acreage.mp3
1210,acrobatic,C2,9,a,akrobatik,The acrobatic detail changed the whole plan.,She gave an acrobatic answer in class.,,/uploads/audio/words/acrobatic.mp3
1211,acrobatically,C2,9,a,akrobatik şekilde,The team compared the samples acrobatically.,The model reacted acrobatically to the new data.,,/uploads/audio/words/acrobatically.mp3
1212,acrobatics,C2,9,a,akrobasi,The acrobatics changed the final result.,The story included a clear acrobatics.,,/uploads/audio/words/acrobatics.mp3
1213,babble,C2,9,b,gevezelik etmek,The children like to babble after school.,We watched the birds babble near the trees.,,https://api.dictionaryapi.dev/media/pronunciations/en/babble-au.mp3
1214,banish,C2,9,b,sürgün etmek,We need to banish the plan carefully.,He decided to banish it after the meeting.,,/uploads/audio/words/banish.mp3
1215,banishment,C2,9,b,sürgün,The banishment changed the final result.,The story included a clear banishment.,,/uploads/audio/words/banishment.mp3
1216,baroque,C2,9,b,barok,The baroque detail changed the whole plan.,She gave a baroque answer in class.,,/uploads/audio/words/baroque.mp3
1217,bauble,C2,9,b,süs eşyası,The bauble was on the wooden table.,My brother carried the bauble to school.,,https://api.dictionaryapi.dev/media/pronunciations/en/bauble-us.mp3
1218,behest,C2,9,b,emir/istek,The behest changed the final result.,The story included a clear behest.,,https://api.dictionaryapi.dev/media/pronunciations/en/behest-uk.mp3
1219,belligerence,C2,9,b,savaşçılık/düşmanlık,The report described the belligerence clearly.,We noticed the belligerence during the project.,,/uploads/audio/words/belligerence.mp3
1220,belligerent,C2,9,b,kavgacı/saldırgan,This belligerent example helped the students.,The report used a belligerent idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/belligerent-au.mp3
1221,beneficiary,C2,9,b,faydalanıcı,We saw a beneficiary pattern in the results.,His beneficiary style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/beneficiary-au.mp3
1222,bereft,C2,9,b,yoksun,She felt bereft before the test.,He looked bereft after the phone call.,,https://api.dictionaryapi.dev/media/pronunciations/en/bereft-au.mp3
1223,bereftly,C2,9,b,yoksun biçimde,They walked bereftly through the quiet hall.,The student listened bereftly to the story.,,/uploads/audio/words/bereftly.mp3
1224,besiege,C2,9,b,kuşatmak,The team will besiege the issue tomorrow.,I hope to besiege this skill with practice.,,/uploads/audio/words/besiege.mp3
1225,caffeinate,C2,9,c,kafeinlemek,We need to caffeinate the meal before noon.,She likes to caffeinate with her family.,,/uploads/audio/words/caffeinate.mp3
1226,calamitous,C2,9,c,felaket getiren,This calamitous example helped the students.,The report used a calamitous idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/calamitous-uk.mp3
1227,calamitously,C2,9,c,felaket biçimde,The plan failed calamitously after the mistake.,The bridge collapsed calamitously during the storm.,,/uploads/audio/words/calamitously.mp3
1228,calamity,C2,9,c,felaket,The report described the calamity clearly.,We noticed the calamity during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/calamity-us.mp3
1229,callous,C2,9,c,duygusuz/nasırlaşmış,This callous example helped the students.,The report used a callous idea clearly.,,/uploads/audio/words/callous.mp3
1230,callously,C2,9,c,duygusuzca,He answered callously when the teacher asked.,The machine moved callously across the floor.,,/uploads/audio/words/callously.mp3
1231,calorific,C2,9,c,kalorili,The calorific detail changed the whole plan.,She gave a calorific answer in class.,,/uploads/audio/words/calorific.mp3
1232,capacious,C2,9,c,geniş/hacimli,This capacious example helped the students.,The report used a capacious idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/capacious-us.mp3
1233,catastrophically,C2,9,c,felaket derecesinde,The report explained the change catastrophically.,The room was designed catastrophically for better sound.,,/uploads/audio/words/catastrophically.mp3
1234,cay,C2,9,c,küçük ada,The report described the cay clearly.,We noticed the cay during the project.,,/uploads/audio/words/cay.mp3
1235,choreographical,C2,9,c,koreografik,This choreographical example helped the students.,The report used a choreographical idea clearly.,,/uploads/audio/words/choreographical.mp3
1236,choreography,C2,9,c,koreografi,The choreography changed the final result.,The story included a clear choreography.,,https://api.dictionaryapi.dev/media/pronunciations/en/choreography-au.mp3
1237,dampen,C2,9,d,nemlendirmek/azaltmak,They plan to dampen the problem this week.,She tried to dampen the task before dinner.,,https://api.dictionaryapi.dev/media/pronunciations/en/dampen-uk.mp3
1238,deaden,C2,9,d,köreltmek/azaltmak,We need to deaden the plan carefully.,He decided to deaden it after the meeting.,,/uploads/audio/words/deaden.mp3
1239,declination,C2,9,d,sapma/eğim,The declination changed the final result.,The story included a clear declination.,,https://api.dictionaryapi.dev/media/pronunciations/en/declination-uk.mp3
1240,deficient,C2,9,d,eksik/yetersiz,The deficient detail changed the whole plan.,She gave a deficient answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/deficient-us.mp3
1241,deficiently,C2,9,d,yetersiz şekilde,The machine worked deficiently after the repair.,The report answered the question deficiently.,,/uploads/audio/words/deficiently.mp3
1242,delicatessen,C2,9,d,şarküteri,People gathered outside the delicatessen.,The old delicatessen looked clean and bright.,,https://api.dictionaryapi.dev/media/pronunciations/en/delicatessen-uk.mp3
1243,demystification,C2,9,d,gizemi giderme,The report described the demystification clearly.,We noticed the demystification during the project.,,/uploads/audio/words/demystification.mp3
1244,demystify,C2,9,d,gizemini çözmek,We can demystify the problem step by step.,He began to demystify the answer during class.,,/uploads/audio/words/demystify.mp3
1245,denotation,C2,9,d,düz anlam,The denotation changed the final result.,The story included a clear denotation.,,https://api.dictionaryapi.dev/media/pronunciations/en/denotation-us.mp3
1246,denote,C2,9,d,belirtmek,They plan to denote the problem this week.,She tried to denote the task before dinner.,,https://api.dictionaryapi.dev/media/pronunciations/en/denote-us.mp3
1247,denounce,C2,9,d,kınamak/ihbar etmek,She tried to denounce the news calmly.,They asked him to denounce the story again.,,https://api.dictionaryapi.dev/media/pronunciations/en/denounce-au.mp3
1248,denunciation,C2,9,d,kınama/ihbar,The denunciation changed the final result.,The story included a clear denunciation.,,/uploads/audio/words/denunciation.mp3
1249,ebb,C2,9,e,çekilmek/azalmak,The report described the ebb clearly.,We noticed the ebb during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/ebb-us.mp3
1250,eccentricity,C2,9,e,tuhaflık,The class discussed the eccentricity after the video.,This example shows the eccentricity clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/eccentricity-us.mp3
1251,echo,C2,9,e,yankı,I saw him echo near the park.,The crowd waited for the show to echo.,,https://api.dictionaryapi.dev/media/pronunciations/en/echo-us.mp3
1252,echolocate,C2,9,e,yankıyla yön bulmak,The children like to echolocate after school.,We watched the birds echolocate near the trees.,,/uploads/audio/words/echolocate.mp3
1253,echolocation,C2,9,e,ekolokasyon,The class discussed the echolocation after the video.,This example shows the echolocation clearly.,,/uploads/audio/words/echolocation.mp3
1254,ecotourism,C2,9,e,ekoturizm,The ecotourism changed the final result.,The story included a clear ecotourism.,,/uploads/audio/words/ecotourism.mp3
1255,edification,C2,9,e,aydınlatma/eğitme,The report described the edification clearly.,We noticed the edification during the project.,,/uploads/audio/words/edification.mp3
1256,edifice,C2,9,e,büyük yapı,The edifice was quiet in the morning.,We found the edifice at the end of the street.,,https://api.dictionaryapi.dev/media/pronunciations/en/edifice-us.mp3
1257,edify,C2,9,e,eğitmek/aydınlatmak,They need to edify the message correctly.,I tried to edify what happened yesterday.,,https://api.dictionaryapi.dev/media/pronunciations/en/edify-uk.mp3
1258,egalitarian,C2,9,e,eşitlikçi,The egalitarian detail changed the whole plan.,She gave an egalitarian answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/egalitarian-au.mp3
1259,elasticity,C2,9,e,esneklik,The class discussed the elasticity after the video.,This example shows the elasticity clearly.,,/uploads/audio/words/elasticity.mp3
1260,elated,C2,9,e,çok mutlu,I was elated when I heard the news.,They seemed elated at the end of the day.,,https://api.dictionaryapi.dev/media/pronunciations/en/elated-us.mp3
1261,fabled,C2,9,f,efsanevi,The fabled detail changed the whole plan.,She gave a fabled answer in class.,,/uploads/audio/words/fabled.mp3
1262,fabricate,C2,9,f,uydurmak/imal etmek,We need to fabricate the plan carefully.,He decided to fabricate it after the meeting.,,/uploads/audio/words/fabricate.mp3
1263,fabrication,C2,9,f,uydurma/imalat,The fabrication changed the final result.,The story included a clear fabrication.,,/uploads/audio/words/fabrication.mp3
1264,fabulate,C2,9,f,hikayeleştirmek,They plan to fabulate the problem this week.,She tried to fabulate the task before dinner.,,/uploads/audio/words/fabulate.mp3
1265,fabulation,C2,9,f,uydurma anlatı,The class discussed the fabulation after the video.,This example shows the fabulation clearly.,,/uploads/audio/words/fabulation.mp3
1266,facsimile,C2,9,f,tıpkıbasım/faksimile,The facsimile changed the final result.,The story included a clear facsimile.,,https://api.dictionaryapi.dev/media/pronunciations/en/facsimile-us.mp3
1267,fallacy,C2,9,f,yanılgı,The report described the fallacy clearly.,We noticed the fallacy during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/fallacy-us.mp3
1268,farcical,C2,9,f,gülünç/saçma,This farcical example helped the students.,The report used a farcical idea clearly.,,/uploads/audio/words/farcical.mp3
1269,feign,C2,9,f,numara yapmak,They need to feign the message correctly.,I tried to feign what happened yesterday.,,https://api.dictionaryapi.dev/media/pronunciations/en/feign-us.mp3
1270,ferocity,C2,9,f,vahşilik,The report described the ferocity clearly.,We noticed the ferocity during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/ferocity-us.mp3
1271,fete,C2,9,f,şenlik/onurlandırmak,We need to fete the plan carefully.,He decided to fete it after the meeting.,,/uploads/audio/words/fete.mp3
1272,gale,C2,9,g,fırtına,The gale changed the final result.,The story included a clear gale.,,https://api.dictionaryapi.dev/media/pronunciations/en/gale-us.mp3
1273,gambit,C2,9,g,hamle,The report described the gambit clearly.,We noticed the gambit during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/gambit-us.mp3
1274,gauche,C2,9,g,patavatsız,This gauche example helped the students.,The report used a gauche idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/gauche-us.mp3
1275,genomic,C2,9,g,genomik,We saw a genomic pattern in the results.,His genomic style made the story stronger.,,/uploads/audio/words/genomic.mp3
1276,genomically,C2,9,g,genomik olarak,The system behaved genomically during the test.,The result changed genomically in the study.,,/uploads/audio/words/genomically.mp3
1277,glitz,C2,9,g,ışıltı,The class discussed the glitz after the video.,This example shows the glitz clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/glitz-uk.mp3
1278,glitzy,C2,9,g,gösterişli,We saw a glitzy pattern in the results.,His glitzy style made the story stronger.,,/uploads/audio/words/glitzy.mp3
1279,gout,C2,9,g,gut hastalığı,The report described the gout clearly.,We noticed the gout during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/gout-1-ca.mp3
1280,gravitate,C2,9,g,çekilmek/yönelmek,She began to gravitate when the music started.,They will gravitate outside if the weather is good.,,https://api.dictionaryapi.dev/media/pronunciations/en/gravitate-us.mp3
1281,gravitational,C2,9,g,yerçekimsel,We saw a gravitational pattern in the results.,His gravitational style made the story stronger.,,/uploads/audio/words/gravitational.mp3
1282,gravitationally,C2,9,g,yerçekimsel olarak,The system behaved gravitationally during the test.,The result changed gravitationally in the study.,,/uploads/audio/words/gravitationally.mp3
1283,habitation,C2,9,h,yerleşim/ikamet,The habitation was quiet in the morning.,We found the habitation at the end of the street.,,/uploads/audio/words/habitation.mp3
1284,hamper,C2,9,h,engellemek/sepet,The team will hamper the issue tomorrow.,I hope to hamper this skill with practice.,,https://api.dictionaryapi.dev/media/pronunciations/en/hamper-uk.mp3
1285,haphazard,C2,9,h,gelişigüzel,The haphazard detail changed the whole plan.,She gave a haphazard answer in class.,,https://api.dictionaryapi.dev/media/pronunciations/en/haphazard-au.mp3
1286,haphazardly,C2,9,h,gelişigüzel şekilde,He answered haphazardly when the teacher asked.,The machine moved haphazardly across the floor.,,https://api.dictionaryapi.dev/media/pronunciations/en/haphazardly-us.mp3
1287,hapless,C2,9,h,talihsiz,We saw a hapless pattern in the results.,His hapless style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/hapless-au.mp3
1288,happenstance,C2,9,h,tesadüf,The report described the happenstance clearly.,We noticed the happenstance during the project.,,/uploads/audio/words/happenstance.mp3
1289,haughtily,C2,9,h,kibirlice,She spoke haughtily during the meeting.,The team worked haughtily on the final task.,,/uploads/audio/words/haughtily.mp3
1290,haughty,C2,9,h,kibirli,We saw a haughty pattern in the results.,His haughty style made the story stronger.,,/uploads/audio/words/haughty.mp3
1291,hauntingly,C2,9,h,unutulmaz/ürkütücü şekilde,They walked hauntingly through the quiet hall.,The student listened hauntingly to the story.,,/uploads/audio/words/hauntingly.mp3
1292,headmistress,C2,9,h,kadın okul müdürü,The headmistress arrived early for work.,Everyone thanked the headmistress after lunch.,,https://api.dictionaryapi.dev/media/pronunciations/en/headmistress.mp3
1293,helm,C2,9,h,dümen/yönetim,I cleaned the helm before dinner.,The small helm fell from the shelf.,,https://api.dictionaryapi.dev/media/pronunciations/en/helm-us.mp3
1294,herald,C2,9,h,haberci/müjdelemek,Please herald clearly before you leave.,The teacher will herald the class after lunch.,,https://api.dictionaryapi.dev/media/pronunciations/en/herald-us.mp3
1295,idiomatic,C2,9,i,deyimsel,This idiomatic example helped the students.,The report used an idiomatic idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/idiomatic-au.mp3
1296,idiomatically,C2,9,i,deyimsel olarak,The report explained the change idiomatically.,The room was designed idiomatically for better sound.,,/uploads/audio/words/idiomatically.mp3
1297,idiosyncrasy,C2,10,i,kişisel tuhaflık,The report described the idiosyncrasy clearly.,We noticed the idiosyncrasy during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/idiosyncrasy-au.mp3
1298,idiosyncratic,C2,10,i,kendine özgü,This idiosyncratic example helped the students.,The report used an idiosyncratic idea clearly.,,/uploads/audio/words/idiosyncratic.mp3
1299,ignominious,C2,10,i,utanç verici,We saw an ignominious pattern in the results.,His ignominious style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/ignominious-us.mp3
1300,ignominiously,C2,10,i,utanç verici şekilde,The plan changed ignominiously after lunch.,She smiled ignominiously at the good news.,,/uploads/audio/words/ignominiously.mp3
1301,impeccable,C2,10,i,kusursuz,This impeccable example helped the students.,The report used an impeccable idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/impeccable-us.mp3
1302,impeccably,C2,10,i,kusursuz şekilde,He answered impeccably when the teacher asked.,The machine moved impeccably across the floor.,,https://api.dictionaryapi.dev/media/pronunciations/en/impeccably-au.mp3
1303,imperceptible,C2,10,i,algılanamaz,The imperceptible detail changed the whole plan.,She gave an imperceptible answer in class.,,/uploads/audio/words/imperceptible.mp3
1304,imperceptibly,C2,10,i,fark edilmeyecek şekilde,The plan changed imperceptibly after lunch.,She smiled imperceptibly at the good news.,,/uploads/audio/words/imperceptibly.mp3
1305,imposition,C2,10,i,dayatma/yük,The imposition changed the final result.,The story included a clear imposition.,,/uploads/audio/words/imposition.mp3
1306,impresario,C2,10,i,organizasyoncu,The impresario helped a child near the door.,A friendly impresario smiled during the meeting.,,/uploads/audio/words/impresario.mp3
1307,jargon,C2,10,j,jargon,The class discussed the jargon after the video.,This example shows the jargon clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/jargon-us.mp3
1308,jarring,C2,10,j,rahatsız edici/uyumsuz,We saw a jarring pattern in the results.,His jarring style made the story stronger.,,/uploads/audio/words/jarring.mp3
1309,kinetic,C2,10,k,kinetik,The kinetic detail changed the whole plan.,She gave a kinetic answer in class.,,/uploads/audio/words/kinetic.mp3
1310,kinetically,C2,10,k,kinetik olarak,The team compared the samples kinetically.,The model reacted kinetically to the new data.,,/uploads/audio/words/kinetically.mp3
1311,knack,C2,10,k,beceri/püf noktası,The knack changed the final result.,The story included a clear knack.,,https://api.dictionaryapi.dev/media/pronunciations/en/knack-us.mp3
1312,lament,C2,10,l,ağıt yakmak/üzülmek,Please lament clearly before you leave.,The teacher will lament the class after lunch.,,https://api.dictionaryapi.dev/media/pronunciations/en/lament-au.mp3
1313,lamentation,C2,10,l,ağıt/yas,The class discussed the lamentation after the video.,This example shows the lamentation clearly.,,/uploads/audio/words/lamentation.mp3
1314,laryngitis,C2,10,l,larenjit,The laryngitis changed the final result.,The story included a clear laryngitis.,,/uploads/audio/words/laryngitis.mp3
1315,lassitude,C2,10,l,bitkinlik,The report described the lassitude clearly.,We noticed the lassitude during the project.,,/uploads/audio/words/lassitude.mp3
1316,laud,C2,10,l,övmek,She tried to laud the news calmly.,They asked him to laud the story again.,,https://api.dictionaryapi.dev/media/pronunciations/en/laud-au.mp3
1317,laudatory,C2,10,l,övgü dolu,We saw a laudatory pattern in the results.,His laudatory style made the story stronger.,,/uploads/audio/words/laudatory.mp3
1318,leaven,C2,10,l,maya/etkilemek,We need to leaven the meal before noon.,She likes to leaven with her family.,,https://api.dictionaryapi.dev/media/pronunciations/en/leaven-us.mp3
1319,leavening,C2,10,l,mayalama,The class discussed the leavening after the video.,This example shows the leavening clearly.,,/uploads/audio/words/leavening.mp3
1320,legion,C2,10,l,çok sayıda/lejyon,The legion changed the final result.,The story included a clear legion.,,/uploads/audio/words/legion.mp3
1321,liaise,C2,10,l,irtibat kurmak,Please liaise clearly before you leave.,The teacher will liaise the class after lunch.,,/uploads/audio/words/liaise.mp3
1322,locomotion,C2,10,l,hareket/yer değiştirme,The class discussed the locomotion after the video.,This example shows the locomotion clearly.,,/uploads/audio/words/locomotion.mp3
1323,maelstrom,C2,10,m,girdap/kargaşa,The maelstrom changed the final result.,The story included a clear maelstrom.,,/uploads/audio/words/maelstrom.mp3
1324,maggot,C2,10,m,kurtçuk,The report described the maggot clearly.,We noticed the maggot during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/maggot-us.mp3
1325,magnanimity,C2,10,m,yüce gönüllülük,The class discussed the magnanimity after the video.,This example shows the magnanimity clearly.,,/uploads/audio/words/magnanimity.mp3
1326,magnanimous,C2,10,m,yüce gönüllü,We saw a magnanimous pattern in the results.,His magnanimous style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/magnanimous-au.mp3
1327,magnanimously,C2,10,m,yüce gönüllülükle,They walked magnanimously through the quiet hall.,The student listened magnanimously to the story.,,/uploads/audio/words/magnanimously.mp3
1328,magnate,C2,10,m,kodaman,The magnate arrived early for work.,Everyone thanked the magnate after lunch.,,/uploads/audio/words/magnate.mp3
1329,magpie,C2,10,m,saksağan,The magpie changed the final result.,The story included a clear magpie.,,https://api.dictionaryapi.dev/media/pronunciations/en/magpie-au.mp3
1330,malice,C2,10,m,kötü niyet,The report described the malice clearly.,We noticed the malice during the project.,,https://api.dictionaryapi.dev/media/pronunciations/en/malice-us.mp3
1331,malicious,C2,10,m,kötü niyetli,This malicious example helped the students.,The report used a malicious idea clearly.,,/uploads/audio/words/malicious.mp3
1332,maliciously,C2,10,m,kötü niyetle,The plan changed maliciously after lunch.,She smiled maliciously at the good news.,,/uploads/audio/words/maliciously.mp3
1333,malleability,C2,10,m,dövülebilirlik/esneklik,The report described the malleability clearly.,We noticed the malleability during the project.,,/uploads/audio/words/malleability.mp3
1334,malleable,C2,10,m,dövülebilir/esnek,This malleable example helped the students.,The report used a malleable idea clearly.,,https://api.dictionaryapi.dev/media/pronunciations/en/malleable-us.mp3
1335,nascent,C2,10,n,yeni doğan/gelişmekte olan,We saw a nascent pattern in the results.,His nascent style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/nascent-us.mp3
1336,neophyte,C2,10,n,acemı/yeni başlayan,The neophyte helped a child near the door.,A friendly neophyte smiled during the meeting.,,/uploads/audio/words/neophyte.mp3
1337,nigh,C2,10,n,yakın/neredeyse,The end of the long trip is nigh.,"Winter is nigh, so the nights feel colder.",,https://api.dictionaryapi.dev/media/pronunciations/en/nigh-au.mp3
1338,nonchalant,C2,10,n,umursamaz,We saw a nonchalant pattern in the results.,His nonchalant style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/nonchalant-au.mp3
1339,nonchalantly,C2,10,n,umursamazca,They walked nonchalantly through the quiet hall.,The student listened nonchalantly to the story.,,/uploads/audio/words/nonchalantly.mp3
1340,nostalgia,C2,10,n,nostalji,The class discussed the nostalgia after the video.,This example shows the nostalgia clearly.,,/uploads/audio/words/nostalgia.mp3
1341,nostalgic,C2,10,n,nostaljik,We saw a nostalgic pattern in the results.,His nostalgic style made the story stronger.,,https://api.dictionaryapi.dev/media/pronunciations/en/nostalgic.mp3
